UserID,UserName,Age,Gender,Email,Total_Courses_Enrolled,Enrollment_Frequency_Days,Preferred_Category,Preferred_Level,Avg_Spending_Per_Learner,Diversity_Score,Learning_Depth_Index,Assigned_Segment
U01476,kenneth36,35,Female,williamssteven@outlook.com,1,0.0,Business,Intermediate,326.02,1,0.0,3
U01477,phamtiffany,17,Female,michael59@hotmail.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U01478,lindaparrish,35,Female,allendavid@hotmail.com,1,0.0,Programming,Intermediate,0.0,1,0.0,3
U01479,kathleenlewis,25,Female,wheelerjames@yahoo.com,1,0.0,Finance,Beginner,0.0,1,1.0,2
U01480,zsmith,20,Female,cynthia24@yahoo.com,1,0.0,Machine Learning,Advanced,0.78,1,0.0,0
U01481,david54,20,Male,catherineriddle@outlook.com,1,0.0,Machine Learning,Intermediate,0.0,1,0.0,3
U01482,amanda99,17,Male,ucarney@gmail.com,2,67.0,Artificial Intelligence,Beginner,245.45,2,1.0,2
U01483,morrisonrebecca,18,Male,catherine26@outlook.com,1,0.0,Design,Beginner,0.0,1,1.0,2
U01484,travisroman,17,Male,ruizchristopher@hotmail.com,1,0.0,Programming,Beginner,0.0,1,1.0,2
U01485,holtjohn,16,Male,castanedajessica@hotmail.com,1,0.0,Finance,Beginner,0.0,1,1.0,2
U01486,dwilliams,17,Male,edwardatkins@yahoo.com,1,0.0,Finance,Advanced,0.0,1,0.0,0
U01487,david91,17,Female,nicholasscott@hotmail.com,2,274.0,Design,Advanced,0.0,2,0.0,0
U01488,lawsonbeth,27,Male,thomasprice@gmail.com,12,31.0,Data Science,Intermediate,49.98,7,0.3333333333333333,1
U01489,mmacdonald,27,Male,fharris@outlook.com,1,0.0,Business,Advanced,487.92,1,0.0,0
U01490,whenry,19,Female,nicholas42@outlook.com,1,0.0,Cybersecurity,Intermediate,0.0,1,0.0,3
U01491,zfinley,17,Female,wujames@hotmail.com,3,80.0,Digital Marketing,Intermediate,0.0,2,0.3333333333333333,3
U01492,bettywillis,23,Female,amy04@outlook.com,4,76.33333333333333,Artificial Intelligence,Beginner,209.40249999999997,4,0.5,2
U01493,lmatthews,18,Female,zoconnor@hotmail.com,1,0.0,Artificial Intelligence,Intermediate,415.51,1,0.0,3
U01494,twalker,32,Male,hwolfe@outlook.com,1,0.0,Cybersecurity,Advanced,0.0,1,0.0,0
U01495,xsanchez,31,Female,parkermark@hotmail.com,1,0.0,Project Management,Intermediate,0.0,1,0.0,3
U01496,katelynanderson,22,Female,erussell@gmail.com,13,22.583333333333332,Business,Advanced,129.46692307692308,9,0.07692307692307693,1
U01497,ccrawford,35,Female,perryashley@gmail.com,13,24.416666666666668,Digital Marketing,Beginner,64.43153846153845,9,0.46153846153846156,1
U01498,joshuacastillo,15,Male,christopherperez@yahoo.com,1,0.0,Business,Advanced,0.0,1,0.0,0
U01499,morrisdaniel,30,Female,bobby50@yahoo.com,1,0.0,Machine Learning,Advanced,0.0,1,0.0,0
U01500,lindsey29,15,Male,michellemejia@outlook.com,13,27.666666666666668,Artificial Intelligence,Advanced,77.09769230769231,9,0.38461538461538464,1
U01501,dawnmccarty,23,Male,arianarobinson@hotmail.com,1,0.0,Finance,Intermediate,119.04,1,0.0,3
U01502,stephen90,28,Female,mwilson@outlook.com,1,0.0,Web Development,Advanced,57.32,1,0.0,0
U01503,julie92,30,Female,christopher75@yahoo.com,1,0.0,Design,Advanced,276.37,1,0.0,0
U01504,qblack,31,Male,christophermartin@outlook.com,1,0.0,Programming,Beginner,472.28,1,1.0,2
U01505,haley15,35,Male,sandra88@hotmail.com,3,53.0,Cybersecurity,Beginner,0.0,3,0.6666666666666666,2
U01506,nancy99,34,Male,wnelson@hotmail.com,15,24.142857142857142,Artificial Intelligence,Advanced,77.37066666666666,9,0.26666666666666666,1
U01507,aboyd,18,Female,dramos@yahoo.com,3,71.0,Business,Beginner,117.81,3,0.6666666666666666,2
U01508,ljohnson,34,Male,hannahcombs@yahoo.com,1,0.0,Cybersecurity,Beginner,0.0,1,1.0,2
U01509,benjamin24,15,Female,shannonross@outlook.com,1,0.0,Web Development,Advanced,57.32,1,0.0,0
U01510,reginald30,16,Female,masonamber@hotmail.com,2,33.0,Data Science,Beginner,0.0,2,0.5,2
U01511,garycarr,15,Male,victoria98@yahoo.com,13,26.083333333333332,Design,Beginner,73.68384615384615,6,0.46153846153846156,1
U01512,stevensexton,19,Male,stephen15@hotmail.com,12,30.454545454545453,Cybersecurity,Advanced,133.155,8,0.25,1
U01513,valerieharmon,23,Male,hamiltonmaria@hotmail.com,1,0.0,Finance,Intermediate,0.0,1,0.0,3
U01514,craig92,25,Male,daniel50@hotmail.com,1,0.0,Artificial Intelligence,Beginner,0.0,1,1.0,2
U01515,rossanthony,35,Female,coreyfowler@gmail.com,1,0.0,Design,Advanced,0.0,1,0.0,0
U01516,daviddavis,19,Male,wchapman@gmail.com,1,0.0,Design,Advanced,0.0,1,0.0,0
U01517,lindsaykelly,26,Male,kellymorgan@outlook.com,14,27.0,Artificial Intelligence,Advanced,84.61928571428572,10,0.42857142857142855,1
U01518,carolgamble,21,Male,gregg70@gmail.com,1,0.0,Artificial Intelligence,Beginner,490.9,1,1.0,2
U01519,christopher18,16,Male,holmesnatalie@hotmail.com,2,33.0,Design,Advanced,0.0,2,0.0,0
U01520,mhayes,26,Female,gilbert23@yahoo.com,1,0.0,Digital Marketing,Intermediate,0.0,1,0.0,3
U01521,georgeerin,34,Female,owensara@hotmail.com,1,0.0,Project Management,Beginner,327.99,1,1.0,2
U01522,vnelson,31,Female,robin05@gmail.com,14,26.53846153846154,Digital Marketing,Advanced,32.94785714285714,8,0.35714285714285715,1
U01523,egutierrez,16,Male,kimcolleen@yahoo.com,1,0.0,Machine Learning,Intermediate,0.0,1,0.0,3
U01524,adam56,30,Female,othompson@outlook.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U01525,lisa07,32,Female,gstrickland@gmail.com,2,117.0,Machine Learning,Advanced,173.74499999999998,2,0.0,0
U01526,jeremyarnold,20,Male,robert14@yahoo.com,12,28.181818181818183,Project Management,Beginner,147.0975,9,0.4166666666666667,1
U01527,lucas92,29,Female,gutierrezerin@hotmail.com,1,0.0,Web Development,Advanced,37.89,1,0.0,0
U01528,thompsontammy,16,Male,tracy13@gmail.com,14,22.46153846153846,Business,Beginner,156.75857142857143,10,0.5,1
U01529,wgraves,19,Female,barbara11@gmail.com,3,90.0,Cybersecurity,Advanced,0.0,3,0.3333333333333333,0
U01530,qhorton,16,Male,diazbreanna@hotmail.com,15,20.428571428571427,Machine Learning,Advanced,36.274,8,0.2,1
U01531,brianberry,30,Female,diazjessica@gmail.com,14,26.53846153846154,Design,Beginner,44.505714285714284,8,0.35714285714285715,1
U01532,alexanderjacob,28,Female,brittanycampbell@gmail.com,1,0.0,Data Science,Intermediate,0.0,1,0.0,3
U01533,rebecca74,16,Female,christopher19@gmail.com,3,133.0,Design,Beginner,37.06,3,0.6666666666666666,2
U01534,robertpeters,28,Male,annette96@hotmail.com,1,0.0,Cybersecurity,Beginner,0.0,1,1.0,2
U01535,khernandez,20,Male,simpsonmandy@yahoo.com,4,57.666666666666664,Artificial Intelligence,Intermediate,236.075,3,0.25,3
U01536,guerrerotonya,33,Female,rachelvalencia@hotmail.com,12,27.272727272727273,Artificial Intelligence,Advanced,146.51500000000001,8,0.25,1
U01537,qroberts,27,Female,vasquezkayla@hotmail.com,3,107.5,Artificial Intelligence,Intermediate,295.93,3,0.3333333333333333,3
U01538,thompsonjack,27,Female,schaeferkara@hotmail.com,1,0.0,Artificial Intelligence,Intermediate,415.51,1,0.0,3
U01539,hmcdaniel,24,Female,murphyrebecca@outlook.com,1,0.0,Machine Learning,Intermediate,0.0,1,0.0,3
U01540,arroyojohn,30,Female,lopezaaron@hotmail.com,1,0.0,Cybersecurity,Beginner,0.0,1,1.0,2
U01541,barrerajohn,29,Female,erika24@gmail.com,4,99.0,Data Science,Advanced,171.0425,4,0.25,0
U01542,jsmith,18,Female,patriciasmith@hotmail.com,1,0.0,Digital Marketing,Advanced,177.34,1,0.0,0
U01543,smithjames,25,Female,teresa86@yahoo.com,16,20.066666666666666,Finance,Intermediate,115.51749999999998,10,0.375,1
U01544,cphillips,31,Female,debbieharris@yahoo.com,1,0.0,Finance,Intermediate,119.04,1,0.0,3
U01545,ganderson,15,Female,vgreen@gmail.com,1,0.0,Web Development,Beginner,0.0,1,1.0,2
U01546,stefanie21,34,Male,dawnnunez@hotmail.com,1,0.0,Artificial Intelligence,Beginner,0.0,1,1.0,2
U01547,cookdesiree,17,Male,ofuentes@hotmail.com,2,258.0,Design,Advanced,0.0,2,0.0,0
U01548,travis26,35,Female,danielslisa@yahoo.com,1,0.0,Programming,Beginner,0.0,1,1.0,2
U01549,katherinerobertson,34,Female,zjohnson@outlook.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U01550,raymond40,16,Male,fwalker@yahoo.com,1,0.0,Machine Learning,Intermediate,0.0,1,0.0,3
U01551,julian48,16,Male,bryanmorris@hotmail.com,1,0.0,Marketing,Advanced,0.0,1,0.0,0
U01552,krussell,32,Male,todd69@outlook.com,1,0.0,Design,Advanced,0.0,1,0.0,0
U01553,melinda52,27,Male,dflynn@hotmail.com,15,24.571428571428573,Data Science,Advanced,42.06666666666667,10,0.3333333333333333,1
U01554,smithcarl,20,Male,hernandezlisa@yahoo.com,4,86.66666666666667,Cybersecurity,Beginner,0.0,4,0.5,2
U01555,parkerrobert,23,Female,zachary80@yahoo.com,1,0.0,Data Science,Beginner,0.0,1,1.0,2
U01556,benjamin25,23,Female,linda46@outlook.com,2,109.0,Finance,Advanced,0.0,2,0.0,0
U01557,rossdiane,17,Male,omacdonald@yahoo.com,1,0.0,Machine Learning,Advanced,0.0,1,0.0,0
U01558,deborah16,32,Male,sheila12@outlook.com,1,0.0,Web Development,Advanced,57.32,1,0.0,0
U01559,brownthomas,19,Male,patrickgomez@hotmail.com,1,0.0,Artificial Intelligence,Intermediate,89.59,1,0.0,3
U01560,vickibrown,24,Male,ghawkins@hotmail.com,1,0.0,Data Science,Intermediate,0.0,1,0.0,3
U01561,miranda44,32,Male,philipjohnson@yahoo.com,1,0.0,Data Science,Intermediate,0.0,1,0.0,3
U01562,crawfordmark,18,Female,lreese@yahoo.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U01563,tiffanylopez,35,Female,williamsrobert@yahoo.com,1,0.0,Finance,Intermediate,0.0,1,0.0,3
U01564,vpena,28,Female,susan39@outlook.com,1,0.0,Project Management,Advanced,346.71,1,0.0,0
U01565,daniellyons,32,Male,louisday@hotmail.com,1,0.0,Digital Marketing,Advanced,212.39,1,0.0,0
U01566,buckdenise,29,Male,chrisphelps@gmail.com,1,0.0,Artificial Intelligence,Beginner,0.0,1,1.0,2
U01567,olivia94,22,Male,odonnellcraig@yahoo.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U01568,maldonadoandrew,26,Female,tmorales@gmail.com,3,132.5,Artificial Intelligence,Intermediate,138.50333333333333,3,0.0,3
U01569,laurasmith,35,Male,wfranco@yahoo.com,1,0.0,Marketing,Advanced,0.0,1,0.0,0
U01570,smithmark,31,Male,robinirwin@hotmail.com,2,189.0,Business,Beginner,163.01,2,0.5,2
U01571,nicolerobinson,19,Male,mary04@outlook.com,2,223.0,Cybersecurity,Advanced,0.0,2,0.0,0
U01572,harrisonstephen,29,Female,adam98@yahoo.com,1,0.0,Finance,Beginner,53.86,1,1.0,2
U01573,jenniferscott,18,Female,grayanne@gmail.com,2,242.0,Business,Advanced,243.96,2,0.0,0
U01574,whitemercedes,17,Male,lamamber@gmail.com,1,0.0,Project Management,Advanced,346.71,1,0.0,0
U01575,richardsontammy,15,Female,millerrandy@hotmail.com,13,26.833333333333332,Cybersecurity,Beginner,99.16846153846153,7,0.46153846153846156,1
U01576,charlessmith,35,Male,aaguilar@hotmail.com,2,125.0,Cybersecurity,Beginner,0.0,2,0.5,2
U01577,parkerkatelyn,30,Male,andersonlisa@yahoo.com,1,0.0,Design,Advanced,0.0,1,0.0,0
U01578,talvarado,26,Male,valdezshannon@hotmail.com,15,21.714285714285715,Artificial Intelligence,Intermediate,93.86666666666666,10,0.2,1
U01579,clewis,31,Male,ashleyparker@gmail.com,1,0.0,Finance,Advanced,0.0,1,0.0,0
U01580,ryanmoreno,15,Female,bakeranne@hotmail.com,2,125.0,Cybersecurity,Intermediate,197.13,2,0.0,3
U01581,lori53,30,Male,kruiz@yahoo.com,2,90.0,Digital Marketing,Advanced,107.61500000000001,2,0.0,0
U01582,kingkristen,16,Male,morrisjennifer@hotmail.com,1,0.0,Marketing,Intermediate,0.0,1,0.0,3
U01583,daniel76,30,Female,zcross@outlook.com,1,0.0,Project Management,Intermediate,0.0,1,0.0,3
U01584,steven45,32,Male,bradley75@outlook.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U01585,vclark,27,Male,brentbrooks@gmail.com,11,26.1,Finance,Beginner,81.06090909090908,6,0.5454545454545454,1
U01586,bobby05,27,Male,garrett72@hotmail.com,14,25.0,Machine Learning,Beginner,85.25928571428572,9,0.5714285714285714,1
U01587,greg26,27,Male,evazquez@yahoo.com,2,17.0,Cybersecurity,Advanced,18.945,2,0.0,0
U01588,williamwalker,32,Male,nicolejohnson@outlook.com,1,0.0,Project Management,Intermediate,0.0,1,0.0,3
U01589,harristravis,16,Female,knightjanet@hotmail.com,1,0.0,Cybersecurity,Beginner,0.0,1,1.0,2
U01590,erinjohnson,33,Male,cynthiaholland@hotmail.com,1,0.0,Project Management,Beginner,0.0,1,1.0,2
U01591,robert84,32,Female,davisconnie@gmail.com,2,113.0,Artificial Intelligence,Advanced,0.0,2,0.5,0
U01592,travisweber,33,Male,raymond75@yahoo.com,4,15.333333333333334,Cybersecurity,Beginner,0.0,4,0.5,2
U01593,susan32,34,Male,derekmiller@gmail.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U01594,rking,35,Male,xbrown@hotmail.com,1,0.0,Web Development,Advanced,37.89,1,0.0,0
U01595,ronaldperry,15,Male,wjackson@hotmail.com,2,139.0,Artificial Intelligence,Advanced,296.425,2,0.0,0
U01596,yorkerica,22,Male,murrayjack@yahoo.com,2,117.0,Data Science,Beginner,0.0,2,1.0,2
U01597,sarahhopkins,21,Female,nguyendonna@yahoo.com,1,0.0,Data Science,Beginner,299.57,1,1.0,2
U01598,zlevine,30,Female,jessica13@gmail.com,1,0.0,Web Development,Beginner,0.0,1,1.0,2
U01599,tracy23,29,Female,hcoleman@gmail.com,1,0.0,Marketing,Advanced,0.0,1,0.0,0
U01600,sanderselizabeth,29,Female,anthony38@yahoo.com,1,0.0,Business,Intermediate,326.02,1,0.0,3
U01601,phall,23,Female,kathleensandoval@yahoo.com,2,33.0,Design,Advanced,173.355,2,0.5,0
U01602,davisangel,31,Female,ballen@outlook.com,13,25.916666666666668,Artificial Intelligence,Beginner,67.03076923076922,10,0.38461538461538464,1
U01603,kennethmartinez,32,Male,bromero@outlook.com,2,188.0,Artificial Intelligence,Advanced,44.795,2,0.0,0
U01604,kevinmeza,31,Female,timothy98@yahoo.com,1,0.0,Project Management,Intermediate,0.0,1,0.0,3
U01605,acurtis,18,Male,arthur42@yahoo.com,1,0.0,Web Development,Advanced,57.32,1,0.0,0
U01606,mdavies,17,Female,grosscharles@gmail.com,1,0.0,Project Management,Advanced,346.71,1,0.0,0
U01607,ryan98,25,Male,obaird@outlook.com,1,0.0,Artificial Intelligence,Intermediate,89.59,1,0.0,3
U01608,debbie14,15,Female,watsonroger@outlook.com,1,0.0,Machine Learning,Intermediate,0.0,1,0.0,3
U01609,jonesjoan,15,Male,tyler47@hotmail.com,1,0.0,Web Development,Beginner,0.0,1,1.0,2
U01610,kgarcia,31,Male,michael22@gmail.com,1,0.0,Marketing,Advanced,0.0,1,0.0,0
U01611,sheilawilson,27,Male,jerrylynn@hotmail.com,1,0.0,Marketing,Advanced,0.0,1,0.0,0
U01612,htaylor,29,Male,kristine84@outlook.com,1,0.0,Machine Learning,Intermediate,0.0,1,0.0,3
U01613,alex16,25,Male,rhodesjessica@outlook.com,1,0.0,Cybersecurity,Beginner,0.0,1,1.0,2
U01614,mcarpenter,17,Male,geoffrey77@hotmail.com,1,0.0,Digital Marketing,Intermediate,0.0,1,0.0,3
U01615,allisonpeters,29,Male,ndaniel@gmail.com,1,0.0,Machine Learning,Advanced,0.0,1,0.0,0
U01616,lcalderon,20,Male,nataliemartin@gmail.com,1,0.0,Web Development,Beginner,0.0,1,1.0,2
U01617,marquezedward,21,Male,brownbelinda@hotmail.com,1,0.0,Programming,Beginner,0.0,1,1.0,2
U01618,victoriawebster,15,Female,robertmccall@hotmail.com,13,24.75,Marketing,Advanced,69.14999999999999,8,0.38461538461538464,1
U01619,dbrown,20,Female,william74@hotmail.com,1,0.0,Artificial Intelligence,Beginner,490.9,1,1.0,2
U01620,dtorres,19,Female,donovankatherine@gmail.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U01621,kylebell,16,Female,amy94@gmail.com,2,114.0,Business,Advanced,0.0,2,0.0,0
U01622,scottkennedy,15,Female,christina10@hotmail.com,1,0.0,Machine Learning,Advanced,0.78,1,0.0,0
U01623,sarathomas,23,Male,garciasean@gmail.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U01624,markwells,34,Female,william38@hotmail.com,4,23.333333333333332,Artificial Intelligence,Advanced,202.39,4,0.0,0
U01625,taylorjoshua,33,Female,brittany29@outlook.com,3,41.0,Cybersecurity,Intermediate,131.42,3,0.3333333333333333,3
U01626,amythornton,26,Female,howardjennifer@yahoo.com,1,0.0,Finance,Beginner,0.0,1,1.0,2
U01627,collinslisa,23,Female,diazjessica@outlook.com,13,28.166666666666668,Cybersecurity,Beginner,56.37384615384615,9,0.38461538461538464,1
U01628,emilymartin,26,Male,martincynthia@gmail.com,14,21.153846153846153,Business,Advanced,112.60071428571429,7,0.2857142857142857,1
U01629,hansondennis,28,Female,shannondelgado@hotmail.com,1,0.0,Finance,Beginner,53.86,1,1.0,2
U01630,laurie24,33,Male,fnichols@gmail.com,1,0.0,Data Science,Intermediate,0.0,1,0.0,3
U01631,aaron63,18,Female,gregorylarsen@hotmail.com,2,164.0,Cybersecurity,Advanced,197.13,2,0.0,0
U01632,ygarcia,21,Male,gouldphilip@yahoo.com,1,0.0,Cybersecurity,Intermediate,0.0,1,0.0,3
U01633,randy38,34,Male,asimmons@hotmail.com,1,0.0,Project Management,Beginner,0.0,1,1.0,2
U01634,kevin78,35,Male,victormiller@yahoo.com,1,0.0,Data Science,Intermediate,0.0,1,0.0,3
U01635,candrews,18,Female,collierjeremy@gmail.com,14,21.615384615384617,Business,Advanced,53.08142857142857,9,0.2857142857142857,1
U01636,stevenknapp,19,Male,zadams@hotmail.com,1,0.0,Design,Advanced,0.0,1,0.0,0
U01637,ferrellgeorge,30,Male,robertwade@yahoo.com,13,19.916666666666668,Digital Marketing,Beginner,120.56461538461538,9,0.6153846153846154,1
U01638,jonathan56,26,Male,leesavannah@yahoo.com,1,0.0,Web Development,Beginner,0.0,1,1.0,2
U01639,ubridges,27,Male,seth87@hotmail.com,1,0.0,Programming,Intermediate,0.0,1,0.0,3
U01640,taylorkimberly,23,Female,thomas13@yahoo.com,1,0.0,Marketing,Intermediate,0.0,1,0.0,3
U01641,bbowen,17,Male,qlewis@gmail.com,1,0.0,Finance,Intermediate,0.0,1,0.0,3
U01642,juliehernandez,26,Male,hnelson@outlook.com,1,0.0,Data Science,Beginner,0.0,1,1.0,2
U01643,moorejulia,25,Male,englishjustin@yahoo.com,1,0.0,Artificial Intelligence,Intermediate,89.59,1,0.0,3
U01644,katherine11,23,Male,awallace@outlook.com,3,110.0,Business,Advanced,162.64000000000001,2,0.3333333333333333,0
U01645,curtis73,19,Male,jbaker@hotmail.com,3,131.0,Business,Advanced,0.26,3,0.0,0
U01646,wrojas,28,Female,daviddaugherty@outlook.com,1,0.0,Programming,Intermediate,0.0,1,0.0,3
U01647,smithvincent,17,Female,kellyflores@hotmail.com,13,27.0,Cybersecurity,Beginner,99.8223076923077,9,0.38461538461538464,1
U01648,mmosley,22,Female,jessica65@hotmail.com,4,68.0,Machine Learning,Advanced,29.615000000000002,3,0.25,0
U01649,maryharris,35,Male,taylor63@outlook.com,13,29.0,Artificial Intelligence,Intermediate,165.47153846153847,8,0.23076923076923078,1
U01650,bethpalmer,33,Male,tonyward@gmail.com,1,0.0,Machine Learning,Advanced,0.0,1,0.0,0
U01651,anthonygomez,25,Female,ologan@yahoo.com,1,0.0,Digital Marketing,Advanced,212.39,1,0.0,0
U01652,markharper,35,Male,lisajones@yahoo.com,2,235.0,Cybersecurity,Beginner,163.995,2,0.5,2
U01653,richard46,21,Female,geraldbrown@outlook.com,1,0.0,Design,Advanced,0.0,1,0.0,0
U01654,lori03,22,Female,parkmarisa@outlook.com,15,21.357142857142858,Business,Advanced,180.76933333333332,9,0.3333333333333333,1
U01655,austinlee,23,Male,rodneyreed@hotmail.com,1,0.0,Machine Learning,Advanced,0.0,1,0.0,0
U01656,norrisdakota,27,Male,saragross@outlook.com,12,29.272727272727273,Cybersecurity,Advanced,76.5725,8,0.25,1
U01657,lopezjesse,22,Female,sgreen@yahoo.com,1,0.0,Data Science,Beginner,0.0,1,1.0,2
U01658,spencer81,31,Female,yyang@hotmail.com,1,0.0,Digital Marketing,Advanced,177.34,1,0.0,0
U01659,brendarodriguez,27,Female,williamsonwilliam@hotmail.com,3,155.5,Project Management,Beginner,180.12666666666667,2,0.6666666666666666,2
U01660,clinton81,25,Female,masoncynthia@gmail.com,2,174.0,Web Development,Advanced,47.605000000000004,1,0.0,0
U01661,tracywilson,27,Female,cainangela@hotmail.com,1,0.0,Web Development,Beginner,0.0,1,1.0,2
U01662,dustin08,28,Male,joseph90@yahoo.com,15,23.5,Finance,Advanced,143.62466666666666,10,0.3333333333333333,1
U01663,sandra93,28,Female,vbooth@gmail.com,2,38.0,Marketing,Beginner,0.0,2,0.5,2
U01664,sara98,23,Female,rmayer@yahoo.com,2,36.0,Artificial Intelligence,Intermediate,207.755,2,0.0,3
U01665,kimberly94,34,Female,melissa92@gmail.com,4,74.33333333333333,Data Science,Beginner,0.0,3,0.75,2
U01666,fbarber,28,Female,donna63@hotmail.com,14,25.923076923076923,Design,Advanced,42.085,9,0.42857142857142855,1
U01667,sandrastewart,23,Female,simpsondonald@yahoo.com,1,0.0,Finance,Advanced,0.0,1,0.0,0
U01668,alambert,27,Female,stephanievillarreal@yahoo.com,1,0.0,Machine Learning,Beginner,0.0,1,1.0,2
U01669,julie64,30,Female,oramirez@outlook.com,2,1.0,Finance,Beginner,26.93,2,1.0,2
U01670,justin64,19,Male,bwilliamson@outlook.com,1,0.0,Web Development,Beginner,0.0,1,1.0,2
U01671,apugh,25,Male,egreen@yahoo.com,15,24.5,Finance,Beginner,55.995333333333335,10,0.5333333333333333,1
U01672,carolynfriedman,15,Male,santosvictor@hotmail.com,1,0.0,Design,Beginner,0.0,1,1.0,2
U01673,francosusan,16,Male,nataliestrong@gmail.com,1,0.0,Machine Learning,Intermediate,0.0,1,0.0,3
U01674,carl17,27,Female,kimberly19@yahoo.com,14,21.53846153846154,Cybersecurity,Beginner,87.43357142857144,9,0.42857142857142855,1
U01675,douglasthompson,17,Male,samantha32@yahoo.com,1,0.0,Cybersecurity,Intermediate,394.26,1,0.0,3
U01676,odunn,22,Male,kennethfloyd@yahoo.com,1,0.0,Marketing,Advanced,0.0,1,0.0,0
U01677,mistypowell,22,Male,tammy35@yahoo.com,2,220.0,Business,Advanced,0.0,2,0.0,0
U01678,christina89,31,Female,upierce@hotmail.com,1,0.0,Machine Learning,Intermediate,0.0,1,0.0,3
U01679,collinstracy,16,Female,wcarpenter@gmail.com,1,0.0,Design,Advanced,0.0,1,0.0,0
U01680,slynch,30,Male,chankayla@yahoo.com,1,0.0,Business,Advanced,0.0,1,0.0,0
U01681,brownryan,33,Male,rthompson@hotmail.com,1,0.0,Project Management,Intermediate,0.0,1,0.0,3
U01682,josephbrown,21,Male,rogersmelissa@gmail.com,2,89.0,Digital Marketing,Beginner,0.0,2,0.5,2
U01683,christywoods,19,Female,powellandrew@gmail.com,1,0.0,Business,Intermediate,326.02,1,0.0,3
U01684,meganwhite,26,Female,bryan07@gmail.com,2,25.0,Cybersecurity,Advanced,0.0,2,0.0,0
U01685,jameslarson,26,Female,xvang@hotmail.com,1,0.0,Machine Learning,Intermediate,0.0,1,0.0,3
U01686,nathan53,32,Male,stacie37@yahoo.com,1,0.0,Marketing,Advanced,0.0,1,0.0,0
U01687,dianaburnett,23,Female,cynthiahall@hotmail.com,2,100.0,Marketing,Advanced,0.0,1,0.0,0
U01688,valeriegalvan,28,Female,millerzachary@gmail.com,2,70.0,Marketing,Advanced,0.0,2,0.5,0
U01689,burnsjoel,30,Female,james38@outlook.com,1,0.0,Web Development,Beginner,0.0,1,1.0,2
U01690,lori78,27,Male,ryandavila@yahoo.com,4,69.0,Artificial Intelligence,Beginner,0.0,4,1.0,2
U01691,morantoni,22,Male,tiffany52@gmail.com,1,0.0,Web Development,Advanced,37.89,1,0.0,0
U01692,davidsonmark,26,Male,ofletcher@hotmail.com,12,26.272727272727273,Artificial Intelligence,Advanced,114.355,10,0.4166666666666667,1
U01693,samantha22,21,Male,aweeks@yahoo.com,2,121.0,Design,Advanced,138.185,2,0.0,0
U01694,david68,35,Male,dianacordova@gmail.com,1,0.0,Project Management,Intermediate,342.61,1,0.0,3
U01695,christine15,32,Male,jvega@gmail.com,13,21.333333333333332,Design,Advanced,112.16615384615383,9,0.23076923076923078,1
U01696,james12,31,Female,aguilarmelissa@gmail.com,2,36.0,Digital Marketing,Beginner,163.995,2,0.5,2
U01697,whicks,35,Male,connerjennifer@outlook.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U01698,billyrivera,28,Female,amberwalton@hotmail.com,1,0.0,Machine Learning,Beginner,0.0,1,1.0,2
U01699,michael90,23,Female,evansdaniel@outlook.com,1,0.0,Finance,Intermediate,0.0,1,0.0,3
U01700,pagemichelle,25,Female,costalori@hotmail.com,1,0.0,Business,Intermediate,326.02,1,0.0,3
U01701,tracy73,22,Male,jeannevargas@yahoo.com,1,0.0,Data Science,Advanced,117.68,1,0.0,0
U01702,ronaldalexander,21,Female,jack38@gmail.com,14,23.153846153846153,Business,Beginner,68.35857142857142,8,0.42857142857142855,1
U01703,hhogan,21,Male,conleyshawn@outlook.com,3,93.0,Business,Advanced,162.64000000000001,3,0.0,0
U01704,ojohnston,30,Female,yvelasquez@hotmail.com,2,15.0,Artificial Intelligence,Beginner,44.795,2,0.5,2
U01705,riddleryan,28,Male,melissapierce@outlook.com,1,0.0,Programming,Beginner,472.28,1,1.0,2
U01706,zcarter,17,Female,wallacejoseph@hotmail.com,1,0.0,Programming,Beginner,0.0,1,1.0,2
U01707,brettcampbell,32,Male,ypreston@outlook.com,3,59.0,Cybersecurity,Advanced,39.68,3,0.3333333333333333,0
U01708,ymorton,22,Male,gibsonlori@hotmail.com,14,23.692307692307693,Finance,Intermediate,115.37285714285716,9,0.35714285714285715,1
U01709,klandry,35,Female,smithlucas@gmail.com,1,0.0,Digital Marketing,Beginner,0.0,1,1.0,2
U01710,amandajackson,32,Male,johnsonwilliam@gmail.com,1,0.0,Cybersecurity,Intermediate,394.26,1,0.0,3
U01711,kyleharris,15,Female,timothy04@gmail.com,1,0.0,Finance,Beginner,53.86,1,1.0,2
U01712,millerkevin,30,Male,vrose@hotmail.com,1,0.0,Finance,Advanced,0.0,1,0.0,0
